date,product_id,product_name,flipkart_price,amazon_price,myntra_price
2024-06-25,M111,Edge 40 Neo,9642,9018,10116
2024-06-25,M112,T2 5G,26421,23330,23870
2024-06-25,M113,Y27,22038,20987,19554
2024-06-25,M114,A78,26381,26052,24258
2024-06-25,M115,Reno8 T,29337,27562,27878
2024-06-25,M116,X5 Pro,20254,18995,21072
2024-06-25,M117,M6 Pro,14824,15992,15479
2024-06-25,M118,Zero 5G 2023,21628,20335,21548
2024-06-25,M119,Spark 10,12515,11536,12798
2024-06-26,M100,Galaxy M14,13380,13426,13046
2024-06-26,M101,Galaxy A15,29125,26337,25288
2024-06-26,M102,Note 12,17803,16718,15825
2024-06-26,M103,12C,19843,19502,19502
2024-06-26,M104,Narzo 60,14885,13144,13663
2024-06-26,M105,C55,31402,26346,28762
2024-06-26,M106,Z7 5G,25603,22713,24017
2024-06-26,M107,Neo 7 Pro,10479,10876,10154
2024-06-26,M108,Nord CE 3 Lite,29595,30107,27360
2024-06-26,M109,Nord 3 5G,11204,11500,11406
2024-06-26,M110,G73 5G,19936,18203,19727
2024-06-26,M111,Edge 40 Neo,15788,16115,15437
2024-06-26,M112,T2 5G,12398,11281,12996
2024-06-26,M113,Y27,27625,24552,25138
2024-06-26,M114,A78,21262,20802,20579
2024-06-26,M115,Reno8 T,12187,11000,12122
2024-06-26,M116,X5 Pro,17949,17698,16985
2024-06-26,M117,M6 Pro,10317,10263,10345
2024-06-26,M118,Zero 5G 2023,20348,21635,20895
2024-06-26,M119,Spark 10,18230,18495,16613
2024-06-27,M100,Galaxy M14,10695,10427,10021
2024-06-27,M101,Galaxy A15,21904,18364,20720
2024-06-27,M102,Note 12,29039,26018,27883
2024-06-27,M103,12C,20629,19706,20167
2024-06-27,M104,Narzo 60,21640,21058,22811
2024-06-27,M105,C55,24702,25141,23807
2024-06-27,M106,Z7 5G,22532,21909,21729
2024-06-27,M107,Neo 7 Pro,25263,25065,24740
2024-06-27,M108,Nord CE 3 Lite,12821,12227,12210
2024-06-27,M109,Nord 3 5G,22579,21128,20150
2024-06-27,M110,G73 5G,28099,26860,30853
2024-06-27,M111,Edge 40 Neo,18957,17189,18277
2024-06-27,M112,T2 5G,14266,14631,13091
2024-06-27,M113,Y27,11580,10588,11133
2024-06-27,M114,A78,18441,18745,15760
2024-06-27,M115,Reno8 T,22533,21496,22037
2024-06-27,M116,X5 Pro,12447,12629,13150
2024-06-27,M117,M6 Pro,16722,17380,15023
2024-06-27,M118,Zero 5G 2023,16996,14956,17295
2024-06-27,M119,Spark 10,21670,21077,19490
2024-06-28,M100,Galaxy M14,24899,24385,25359
2024-06-28,M101,Galaxy A15,28899,24425,26219
2024-06-28,M102,Note 12,22052,19210,21892
2024-06-28,M103,12C,18325,19162,20407
2024-06-28,M104,Narzo 60,29489,25998,24929
2024-06-28,M105,C55,18144,18147,17721
2024-06-28,M106,Z7 5G,11709,11609,10459
2024-06-28,M107,Neo 7 Pro,23740,26348,25793
2024-06-28,M108,Nord CE 3 Lite,11249,11478,10450
2024-06-28,M109,Nord 3 5G,21162,23241,22234
2024-06-28,M110,G73 5G,11523,10659,11118
2024-06-28,M111,Edge 40 Neo,21091,22898,22651
2024-06-28,M112,T2 5G,22931,23405,20856
2024-06-28,M113,Y27,15350,17748,14964
2024-06-28,M114,A78,30128,29685,26901
2024-06-28,M115,Reno8 T,10610,10971,9379
2024-06-28,M116,X5 Pro,10740,10716,9985
2024-06-28,M117,M6 Pro,16022,15563,16938
2024-06-28,M118,Zero 5G 2023,19513,20119,20141
2024-06-28,M119,Spark 10,22149,21863,21311
2024-06-29,M100,Galaxy M14,11691,11388,12167
2024-06-29,M101,Galaxy A15,27765,23604,26861
2024-06-29,M102,Note 12,26755,25291,26356
2024-06-29,M103,12C,23450,21661,20552
2024-06-29,M104,Narzo 60,13897,13610,13361
2024-06-29,M105,C55,13239,13418,13227
2024-06-29,M106,Z7 5G,18221,18622,17753
2024-06-29,M107,Neo 7 Pro,10598,10429,10740
2024-06-29,M108,Nord CE 3 Lite,17878,16338,16620
2024-06-29,M109,Nord 3 5G,10246,11404,10035
2024-06-29,M110,G73 5G,19352,19551,19777
2024-06-29,M111,Edge 40 Neo,22801,24278,23000
2024-06-29,M112,T2 5G,10439,10546,10324
2024-06-29,M113,Y27,24148,25219,21866
2024-06-29,M114,A78,16311,17621,17155
2024-06-29,M115,Reno8 T,18354,18232,17056
2024-06-29,M116,X5 Pro,12280,12399,12168
2024-06-29,M117,M6 Pro,17702,19230,16679
2024-06-29,M118,Zero 5G 2023,13925,14694,14293
2024-06-29,M119,Spark 10,13387,13661,14222
2024-06-30,M100,Galaxy M14,18936,18539,17670
2024-06-30,M101,Galaxy A15,14345,13689,14832
2024-06-30,M102,Note 12,29918,26045,29642
2024-06-30,M103,12C,11273,9739,10980
2024-06-30,M104,Narzo 60,9324,8569,9543
2024-06-30,M105,C55,26649,26812,23829
2024-06-30,M106,Z7 5G,20678,19861,20771
2024-06-30,M107,Neo 7 Pro,25124,24105,24821
2024-06-30,M108,Nord CE 3 Lite,18309,17696,16548
2024-06-30,M109,Nord 3 5G,20199,18899,19970
2024-06-30,M110,G73 5G,24162,25230,21806
2024-06-30,M111,Edge 40 Neo,17864,17641,19901
2024-06-30,M112,T2 5G,21714,20714,19859
2024-06-30,M113,Y27,24163,23619,25282
2024-06-30,M114,A78,14086,13771,13668
2024-06-30,M115,Reno8 T,14032,13731,14336
2024-06-30,M116,X5 Pro,28818,33204,30689
2024-06-30,M117,M6 Pro,24957,23388,24122
2024-06-30,M118,Zero 5G 2023,28200,23699,25000
2024-06-30,M119,Spark 10,21674,18790,20121
2024-07-01,M100,Galaxy M14,20159,19208,19730
2024-07-01,M101,Galaxy A15,15175,15110,16409
2024-07-01,M102,Note 12,26992,23839,26825
2024-07-01,M103,12C,13292,13462,12660
2024-07-01,M104,Narzo 60,27732,26865,30062
2024-07-01,M105,C55,25180,24387,24278
2024-07-01,M106,Z7 5G,14294,13472,15009
2024-07-01,M107,Neo 7 Pro,20476,22720,20693
2024-07-01,M108,Nord CE 3 Lite,17589,15121,16364
2024-07-01,M109,Nord 3 5G,17027,16513,16133
2024-07-01,M110,G73 5G,21967,24129,20688
2024-07-01,M111,Edge 40 Neo,28113,25359,24566
2024-07-01,M112,T2 5G,22460,22763,22455
2024-07-01,M113,Y27,24446,21476,23062
2024-07-01,M114,A78,29059,25418,26447
2024-07-01,M115,Reno8 T,26963,27721,26133
2024-07-01,M116,X5 Pro,18009,18838,16943
2024-07-01,M117,M6 Pro,14374,14266,13330
2024-07-01,M118,Zero 5G 2023,26335,29689,26693
2024-07-01,M119,Spark 10,18003,17168,17553
2024-07-02,M100,Galaxy M14,11351,11126,11057
2024-07-02,M101,Galaxy A15,16291,17892,16515
2024-07-02,M102,Note 12,14407,14092,14308
2024-07-02,M103,12C,23272,22872,23211
2024-07-02,M104,Narzo 60,12123,13126,12336
2024-07-02,M105,C55,21048,23067,20966
2024-07-02,M106,Z7 5G,22183,22220,20499
2024-07-02,M107,Neo 7 Pro,19487,20022,20872
2024-07-02,M108,Nord CE 3 Lite,25574,28908,25822
2024-07-02,M109,Nord 3 5G,12592,12011,12390
2024-07-02,M110,G73 5G,22498,23450,22540
2024-07-02,M111,Edge 40 Neo,22375,24568,23599
2024-07-02,M112,T2 5G,14241,12209,13677
2024-07-02,M113,Y27,27014,24824,27264
2024-07-02,M114,A78,27972,27578,24834
2024-07-02,M115,Reno8 T,20243,22728,22742
2024-07-02,M116,X5 Pro,25564,23965,23298
2024-07-02,M117,M6 Pro,13410,12939,12856
2024-07-02,M118,Zero 5G 2023,22944,22089,21529
2024-07-02,M119,Spark 10,26921,22135,24211
2024-07-03,M100,Galaxy M14,17984,17458,19354
2024-07-03,M101,Galaxy A15,16950,15709,16725
2024-07-03,M102,Note 12,21265,23133,20760
2024-07-03,M103,12C,19627,18709,19957
2024-07-03,M104,Narzo 60,14777,14087,16324
2024-07-03,M105,C55,25662,23965,23489
2024-07-03,M106,Z7 5G,17612,17329,19221
2024-07-03,M107,Neo 7 Pro,16320,17345,15114
2024-07-03,M108,Nord CE 3 Lite,12959,11973,12941
2024-07-03,M109,Nord 3 5G,16358,17199,15524
2024-07-03,M110,G73 5G,25457,26172,25331
2024-07-03,M111,Edge 40 Neo,9797,9783,9436
2024-07-03,M112,T2 5G,21480,21843,22180
2024-07-03,M113,Y27,21462,20211,22727
2024-07-03,M114,A78,13948,14461,14029
2024-07-03,M115,Reno8 T,13797,14136,13626
2024-07-03,M116,X5 Pro,24369,27342,25302
2024-07-03,M117,M6 Pro,18611,16970,17143
2024-07-03,M118,Zero 5G 2023,23065,23881,21119
2024-07-03,M119,Spark 10,12323,12734,11503
2024-07-04,M100,Galaxy M14,20106,21454,20709
2024-07-04,M101,Galaxy A15,11113,11800,11035
2024-07-04,M102,Note 12,11491,10693,9976
2024-07-04,M103,12C,20992,21071,20869
2024-07-04,M104,Narzo 60,9785,9950,10014
2024-07-04,M105,C55,17398,17964,18298
2024-07-04,M106,Z7 5G,15676,15440,14715
2024-07-04,M107,Neo 7 Pro,24676,26786,25984
2024-07-04,M108,Nord CE 3 Lite,26144,27485,26911
2024-07-04,M109,Nord 3 5G,12061,12526,11240
2024-07-04,M110,G73 5G,9818,10194,8867
2024-07-04,M111,Edge 40 Neo,25243,24165,24322
2024-07-04,M112,T2 5G,11711,11359,10513
2024-07-04,M113,Y27,21582,20222,18924
2024-07-04,M114,A78,20664,20379,19215
2024-07-04,M115,Reno8 T,21261,18917,19545
2024-07-04,M116,X5 Pro,26710,26215,23500
2024-07-04,M117,M6 Pro,26867,28179,28247
2024-07-04,M118,Zero 5G 2023,21496,18611,18786
2024-07-04,M119,Spark 10,19653,19548,18683
2024-07-05,M100,Galaxy M14,15666,16458,16959
2024-07-05,M101,Galaxy A15,15727,14688,14789
2024-07-05,M102,Note 12,20083,17639,19261
2024-07-05,M103,12C,25001,26952,23000
2024-07-05,M104,Narzo 60,17829,17416,19018
2024-07-05,M105,C55,27588,26762,25435
2024-07-05,M106,Z7 5G,11450,9990,10011
2024-07-05,M107,Neo 7 Pro,17996,17972,17081
2024-07-05,M108,Nord CE 3 Lite,22101,20939,22656
2024-07-05,M109,Nord 3 5G,18760,18087,20003
2024-07-05,M110,G73 5G,15589,15739,16619
2024-07-05,M111,Edge 40 Neo,18895,20376,19906
2024-07-05,M112,T2 5G,29876,29587,30383
2024-07-05,M113,Y27,12372,13707,12935
2024-07-05,M114,A78,12360,13938,13556
2024-07-05,M115,Reno8 T,11031,10709,10334
2024-07-05,M116,X5 Pro,18549,19359,20603
2024-07-05,M117,M6 Pro,26182,26633,29114
2024-07-05,M118,Zero 5G 2023,16625,17202,17510
2024-07-05,M119,Spark 10,21900,20824,21747
2024-07-06,M100,Galaxy M14,14299,14269,13896
2024-07-06,M101,Galaxy A15,15447,15427,15119
2024-07-06,M102,Note 12,9952,11244,10214
2024-07-06,M103,12C,25936,24582,27510
2024-07-06,M104,Narzo 60,25038,24415,25931
2024-07-06,M105,C55,21212,20399,18598
2024-07-06,M106,Z7 5G,10749,11621,11045
2024-07-06,M107,Neo 7 Pro,21085,18147,21706
2024-07-06,M108,Nord CE 3 Lite,19720,19438,20310
2024-07-06,M109,Nord 3 5G,24414,24858,24185
2024-07-06,M110,G73 5G,10930,11296,10967
2024-07-06,M111,Edge 40 Neo,28881,30226,29217
2024-07-06,M112,T2 5G,24092,22613,21943
2024-07-06,M113,Y27,20814,19630,17690
2024-07-06,M114,A78,11082,10467,9646
2024-07-06,M115,Reno8 T,18068,15633,16109
2024-07-06,M116,X5 Pro,26013,24059,26000
2024-07-06,M117,M6 Pro,13205,12009,13464
2024-07-06,M118,Zero 5G 2023,18241,18083,17906
2024-07-06,M119,Spark 10,26000,26300,28615
2024-07-07,M100,Galaxy M14,25363,22845,22591
2024-07-07,M101,Galaxy A15,26924,23718,26140
2024-07-07,M102,Note 12,15237,17430,16040
2024-07-07,M103,12C,17197,15144,16932
2024-07-07,M104,Narzo 60,27535,30455,30228
2024-07-07,M105,C55,20091,20666,20073
2024-07-07,M106,Z7 5G,12209,11794,12710
2024-07-07,M107,Neo 7 Pro,23315,23391,24713
2024-07-07,M108,Nord CE 3 Lite,14387,15429,14902
2024-07-07,M109,Nord 3 5G,25702,25648,25915
2024-07-07,M110,G73 5G,16803,19003,17114
2024-07-07,M111,Edge 40 Neo,17696,15793,17678
2024-07-07,M112,T2 5G,15159,16228,14668
2024-07-07,M113,Y27,28112,26201,30165
2024-07-07,M114,A78,17226,17425,16233
2024-07-07,M115,Reno8 T,23896,23651,24689
2024-07-07,M116,X5 Pro,16191,16743,16946
2024-07-07,M117,M6 Pro,24738,26430,22679
2024-07-07,M118,Zero 5G 2023,13939,11572,11909
2024-07-07,M119,Spark 10,22693,22390,21959
2024-07-08,M100,Galaxy M14,15035,12542,13071
2024-07-08,M101,Galaxy A15,14704,16103,14827
2024-07-08,M102,Note 12,11304,10369,10081
2024-07-08,M103,12C,26519,24021,25182
2024-07-08,M104,Narzo 60,21999,20410,21833
2024-07-08,M105,C55,12827,12595,12814
2024-07-08,M106,Z7 5G,27196,24241,26282
2024-07-08,M107,Neo 7 Pro,24913,28038,23670
2024-07-08,M108,Nord CE 3 Lite,17630,19664,17970
2024-07-08,M109,Nord 3 5G,19029,19061,18606
2024-07-08,M110,G73 5G,23672,25965,23550
2024-07-08,M111,Edge 40 Neo,14466,14036,14002
2024-07-08,M112,T2 5G,9967,9663,9671
2024-07-08,M113,Y27,14774,13448,13732
2024-07-08,M114,A78,18929,17671,19152
2024-07-08,M115,Reno8 T,12334,11047,11103
2024-07-08,M116,X5 Pro,14271,14124,12832
2024-07-08,M117,M6 Pro,32306,27520,31688
2024-07-08,M118,Zero 5G 2023,29725,26683,30131
2024-07-08,M119,Spark 10,15387,14616,14281
2024-07-09,M100,Galaxy M14,25321,24975,24880
2024-07-09,M101,Galaxy A15,22605,21624,22153
2024-07-09,M102,Note 12,17358,16631,16903
2024-07-09,M103,12C,12486,13475,11871
2024-07-09,M104,Narzo 60,15596,16001,14119
2024-07-09,M105,C55,13179,12086,13434
2024-07-09,M106,Z7 5G,18000,17925,18971
2024-07-09,M107,Neo 7 Pro,29012,29586,27073
2024-07-09,M108,Nord CE 3 Lite,25852,25340,27374
2024-07-09,M109,Nord 3 5G,16858,19553,18187
2024-07-09,M110,G73 5G,16056,14840,14359
2024-07-09,M111,Edge 40 Neo,10355,8952,8899
2024-07-09,M112,T2 5G,13647,13056,13763
2024-07-09,M113,Y27,22464,19566,20480
2024-07-09,M114,A78,18830,19059,17442
2024-07-09,M115,Reno8 T,17031,16286,16955
2024-07-09,M116,X5 Pro,20392,21604,19559
2024-07-09,M117,M6 Pro,17775,19723,18051
2024-07-09,M118,Zero 5G 2023,12354,10746,11746
2024-07-09,M119,Spark 10,14167,14836,13883
2024-07-10,M100,Galaxy M14,13735,14128,14766
2024-07-10,M101,Galaxy A15,23169,21574,24082
2024-07-10,M102,Note 12,13448,11746,13364
2024-07-10,M103,12C,22826,21236,22045
2024-07-10,M104,Narzo 60,24815,24906,23237
2024-07-10,M105,C55,14821,13800,14726
2024-07-10,M106,Z7 5G,20762,20231,20175
2024-07-10,M107,Neo 7 Pro,14849,17102,16086
2024-07-10,M108,Nord CE 3 Lite,17245,18275,16030
2024-07-10,M109,Nord 3 5G,20892,21866,21406
2024-07-10,M110,G73 5G,17979,15775,16445
2024-07-10,M111,Edge 40 Neo,27252,26978,30017
2024-07-10,M112,T2 5G,26466,22303,23561
2024-07-10,M113,Y27,17883,16867,16578
2024-07-10,M114,A78,10734,9385,10216
2024-07-10,M115,Reno8 T,25912,27944,25233
2024-07-10,M116,X5 Pro,16137,13647,15932
2024-07-10,M117,M6 Pro,14472,12587,12816
2024-07-10,M118,Zero 5G 2023,13075,13893,13673
2024-07-10,M119,Spark 10,13927,15971,15023
2024-07-11,M100,Galaxy M14,11862,12570,11176
2024-07-11,M101,Galaxy A15,19428,19728,20984
2024-07-11,M102,Note 12,20164,17346,18579
2024-07-11,M103,12C,10093,11188,9414
2024-07-11,M104,Narzo 60,14231,14096,13476
2024-07-11,M105,C55,27151,29180,26877
2024-07-11,M106,Z7 5G,21266,19697,22943
2024-07-11,M107,Neo 7 Pro,11852,11432,12535
2024-07-11,M108,Nord CE 3 Lite,14509,14536,14277
2024-07-11,M109,Nord 3 5G,15921,16111,15891
2024-07-11,M110,G73 5G,32533,30578,30614
2024-07-11,M111,Edge 40 Neo,24271,21746,23426
2024-07-11,M112,T2 5G,18355,17907,17882
2024-07-11,M113,Y27,12949,14391,12175
2024-07-11,M114,A78,12116,12384,10691
2024-07-11,M115,Reno8 T,13496,13057,13860
2024-07-11,M116,X5 Pro,14733,14903,13677
2024-07-11,M117,M6 Pro,18573,18561,17444
2024-07-11,M118,Zero 5G 2023,15410,14415,15730
2024-07-11,M119,Spark 10,26938,25968,25782
2024-07-12,M100,Galaxy M14,19872,18403,17601
2024-07-12,M101,Galaxy A15,14059,13764,14112
2024-07-12,M102,Note 12,18783,21325,17976
2024-07-12,M103,12C,29572,27198,26764
2024-07-12,M104,Narzo 60,16824,16245,15444
2024-07-12,M105,C55,15254,14895,15921
2024-07-12,M106,Z7 5G,19747,20812,19401
2024-07-12,M107,Neo 7 Pro,26687,29847,29679
2024-07-12,M108,Nord CE 3 Lite,24267,23002,23661
2024-07-12,M109,Nord 3 5G,10984,10813,9530
2024-07-12,M110,G73 5G,24086,22572,26149
2024-07-12,M111,Edge 40 Neo,20459,18204,18915
2024-07-12,M112,T2 5G,15422,15703,15677
2024-07-12,M113,Y27,26721,26547,25725
2024-07-12,M114,A78,12412,11049,10876
2024-07-12,M115,Reno8 T,20299,19983,18778
2024-07-12,M116,X5 Pro,11523,11588,11064
2024-07-12,M117,M6 Pro,24325,23962,24394
2024-07-12,M118,Zero 5G 2023,20422,18993,18554
2024-07-12,M119,Spark 10,29796,28930,30164
2024-07-13,M100,Galaxy M14,21838,24202,20168
2024-07-13,M101,Galaxy A15,24913,23598,24459
2024-07-13,M102,Note 12,16593,15816,16196
2024-07-13,M103,12C,24874,25217,23763
2024-07-13,M104,Narzo 60,23677,21619,20366
2024-07-13,M105,C55,25622,27869,25881
2024-07-13,M106,Z7 5G,26263,28356,25838
2024-07-13,M107,Neo 7 Pro,28016,29359,28407
2024-07-13,M108,Nord CE 3 Lite,21492,21201,20930
2024-07-13,M109,Nord 3 5G,26860,24805,26135
2024-07-13,M110,G73 5G,18017,15378,17310
2024-07-13,M111,Edge 40 Neo,11366,9958,11249
2024-07-13,M112,T2 5G,17326,19913,17939
2024-07-13,M113,Y27,15485,13978,13665
2024-07-13,M114,A78,13673,12859,12201
2024-07-13,M115,Reno8 T,12682,13508,13059
2024-07-13,M116,X5 Pro,20262,18334,21796
2024-07-13,M117,M6 Pro,24666,23702,24639
2024-07-13,M118,Zero 5G 2023,17990,16545,16156
2024-07-13,M119,Spark 10,13070,12976,12336
2024-07-14,M100,Galaxy M14,25060,22414,25386
2024-07-14,M101,Galaxy A15,14770,14264,13735
2024-07-14,M102,Note 12,9320,9164,9458
2024-07-14,M103,12C,13720,11736,12321
2024-07-14,M104,Narzo 60,17137,16306,15494
2024-07-14,M105,C55,23727,25314,20917
2024-07-14,M106,Z7 5G,24145,22539,22649
2024-07-14,M107,Neo 7 Pro,21433,20221,22550
2024-07-14,M108,Nord CE 3 Lite,20806,22893,22426
2024-07-14,M109,Nord 3 5G,12762,11333,11301
2024-07-14,M110,G73 5G,11392,11023,10620
2024-07-14,M111,Edge 40 Neo,15391,15293,15602
2024-07-14,M112,T2 5G,18279,19960,17714
2024-07-14,M113,Y27,30256,25915,25914
2024-07-14,M114,A78,16931,19219,17495
2024-07-14,M115,Reno8 T,11873,12177,10957
2024-07-14,M116,X5 Pro,13517,12878,12061
2024-07-14,M117,M6 Pro,23094,23153,25672
2024-07-14,M118,Zero 5G 2023,20591,20372,21599
2024-07-14,M119,Spark 10,10326,10241,10148
2024-07-15,M100,Galaxy M14,14250,15297,14119
2024-07-15,M101,Galaxy A15,12716,14136,11997
2024-07-15,M102,Note 12,18468,19639,20609
2024-07-15,M103,12C,25448,26007,24682
2024-07-15,M104,Narzo 60,12550,13363,12407
2024-07-15,M105,C55,25147,23909,24359
2024-07-15,M106,Z7 5G,22767,22278,21995
2024-07-15,M107,Neo 7 Pro,16391,18301,16703
2024-07-15,M108,Nord CE 3 Lite,28720,30886,27963
2024-07-15,M109,Nord 3 5G,23327,22605,22595
2024-07-15,M110,G73 5G,22866,23667,21960
2024-07-15,M111,Edge 40 Neo,22592,21165,20494
2024-07-15,M112,T2 5G,13880,11455,12181
2024-07-15,M113,Y27,29588,27576,29383
2024-07-15,M114,A78,23156,25898,25172
2024-07-15,M115,Reno8 T,20172,17315,19308
2024-07-15,M116,X5 Pro,26017,25704,22176
2024-07-15,M117,M6 Pro,17278,16050,17396
2024-07-15,M118,Zero 5G 2023,10491,8844,9891
2024-07-15,M119,Spark 10,18152,19622,17817
2024-07-16,M100,Galaxy M14,24418,22438,22994
2024-07-16,M101,Galaxy A15,30429,28071,28600
2024-07-16,M102,Note 12,25986,24306,23316
2024-07-16,M103,12C,16776,15927,15785
2024-07-16,M104,Narzo 60,12416,11840,12238
2024-07-16,M105,C55,22455,22698,23180
2024-07-16,M106,Z7 5G,17457,17152,17427
2024-07-16,M107,Neo 7 Pro,28594,28550,27173
2024-07-16,M108,Nord CE 3 Lite,21481,18776,18585
2024-07-16,M109,Nord 3 5G,29120,27781,27899
2024-07-16,M110,G73 5G,21086,21129,19441
2024-07-16,M111,Edge 40 Neo,18406,21020,20255
2024-07-16,M112,T2 5G,21763,22394,23066
2024-07-16,M113,Y27,16462,14989,16298
2024-07-16,M114,A78,25943,22577,23999
2024-07-16,M115,Reno8 T,29682,24705,26688
2024-07-16,M116,X5 Pro,25496,25025,24801
2024-07-16,M117,M6 Pro,10746,10120,11647
2024-07-16,M118,Zero 5G 2023,16431,16655,15419
2024-07-16,M119,Spark 10,18793,17820,17224
2024-07-17,M100,Galaxy M14,30099,26461,27591
2024-07-17,M101,Galaxy A15,20015,17281,19440
2024-07-17,M102,Note 12,16373,17322,16169
2024-07-17,M103,12C,13747,13077,13099
2024-07-17,M104,Narzo 60,26522,25562,25765
2024-07-17,M105,C55,18182,17107,16907
2024-07-17,M106,Z7 5G,17473,18822,16014
2024-07-17,M107,Neo 7 Pro,28768,27162,30191
2024-07-17,M108,Nord CE 3 Lite,26740,26213,27862
2024-07-17,M109,Nord 3 5G,23232,22682,23723
2024-07-17,M110,G73 5G,21996,19670,20804
2024-07-17,M111,Edge 40 Neo,13665,13483,14686
2024-07-17,M112,T2 5G,16176,14391,14685
2024-07-17,M113,Y27,21780,23253,21998
2024-07-17,M114,A78,28250,28832,28635
2024-07-17,M115,Reno8 T,28813,26086,28031
2024-07-17,M116,X5 Pro,28172,24351,26026
2024-07-17,M117,M6 Pro,20616,17689,20386
2024-07-17,M118,Zero 5G 2023,11517,11416,11442
2024-07-17,M119,Spark 10,15240,12848,14481
2024-07-18,M100,Galaxy M14,23522,22792,21485
2024-07-18,M101,Galaxy A15,17230,18362,17683
2024-07-18,M102,Note 12,18081,16831,17099
2024-07-18,M103,12C,14143,13096,14666
2024-07-18,M104,Narzo 60,13471,11467,12140
2024-07-18,M105,C55,13219,12133,12362
2024-07-18,M106,Z7 5G,13370,13701,13475
2024-07-18,M107,Neo 7 Pro,21405,20046,23683
2024-07-18,M108,Nord CE 3 Lite,22053,21413,22984
2024-07-18,M109,Nord 3 5G,19147,21169,21087
2024-07-18,M110,G73 5G,24420,22825,22181
2024-07-18,M111,Edge 40 Neo,16618,15436,16401
2024-07-18,M112,T2 5G,20092,18138,19636
2024-07-18,M113,Y27,22881,22794,22853
2024-07-18,M114,A78,21245,20252,19641
2024-07-18,M115,Reno8 T,12528,13872,11605
2024-07-18,M116,X5 Pro,22280,22024,21181
2024-07-18,M117,M6 Pro,16547,17456,17126
2024-07-18,M118,Zero 5G 2023,28153,26552,26423
2024-07-18,M119,Spark 10,22622,25922,22927
2024-07-19,M100,Galaxy M14,17658,16437,18902
2024-07-19,M101,Galaxy A15,12941,11621,11592
2024-07-19,M102,Note 12,27778,24976,26365
2024-07-19,M103,12C,15264,13301,15248
2024-07-19,M104,Narzo 60,15416,14546,14682
2024-07-19,M105,C55,19970,19430,19898
2024-07-19,M106,Z7 5G,10834,11484,10250
2024-07-19,M107,Neo 7 Pro,26004,22646,24482
2024-07-19,M108,Nord CE 3 Lite,26253,26468,23434
2024-07-19,M109,Nord 3 5G,23346,24518,24155
2024-07-19,M110,G73 5G,27472,30558,26255
2024-07-19,M111,Edge 40 Neo,18447,15624,18018
2024-07-19,M112,T2 5G,9830,9793,9862
2024-07-19,M113,Y27,27217,26741,26764
2024-07-19,M114,A78,11126,11950,10836
2024-07-19,M115,Reno8 T,12533,11742,12086
2024-07-19,M116,X5 Pro,25664,27496,24767
2024-07-19,M117,M6 Pro,23191,23546,23221
2024-07-19,M118,Zero 5G 2023,20218,22995,21832
2024-07-19,M119,Spark 10,19945,19236,20517
2024-07-20,M100,Galaxy M14,24644,22931,23808
2024-07-20,M101,Galaxy A15,12812,14466,13629
2024-07-20,M102,Note 12,31639,27259,30755
2024-07-20,M103,12C,20155,21642,21261
2024-07-20,M104,Narzo 60,15922,16050,15495
2024-07-20,M105,C55,16655,17443,16877
2024-07-20,M106,Z7 5G,12068,10911,12306
2024-07-20,M107,Neo 7 Pro,18585,16783,16455
2024-07-20,M108,Nord CE 3 Lite,24800,24595,25083
2024-07-20,M109,Nord 3 5G,17775,17649,15459
2024-07-20,M110,G73 5G,11016,10595,11972
2024-07-20,M111,Edge 40 Neo,19612,20241,20301
2024-07-20,M112,T2 5G,26845,25508,26896
2024-07-20,M113,Y27,17904,16446,17449
2024-07-20,M114,A78,18439,21023,18880
2024-07-20,M115,Reno8 T,20882,18856,19162
2024-07-20,M116,X5 Pro,13444,14132,14101
2024-07-20,M117,M6 Pro,16028,16129,16189
2024-07-20,M118,Zero 5G 2023,15764,13975,15019
2024-07-20,M119,Spark 10,27701,32513,28245
2024-07-21,M100,Galaxy M14,23005,23914,23972
2024-07-21,M101,Galaxy A15,22446,20053,23099
2024-07-21,M102,Note 12,20985,19220,19288
2024-07-21,M103,12C,26388,26026,26516
2024-07-21,M104,Narzo 60,22963,20468,21701
2024-07-21,M105,C55,25438,25837,27589
2024-07-21,M106,Z7 5G,23746,20940,22800
2024-07-21,M107,Neo 7 Pro,22482,22363,22728
2024-07-21,M108,Nord CE 3 Lite,18831,16387,16272
2024-07-21,M109,Nord 3 5G,13003,12965,12776
2024-07-21,M110,G73 5G,27034,24201,26387
2024-07-21,M111,Edge 40 Neo,29056,29270,25459
2024-07-21,M112,T2 5G,19599,19362,19378
2024-07-21,M113,Y27,12995,13838,12668
2024-07-21,M114,A78,16834,18308,16797
2024-07-21,M115,Reno8 T,12532,12183,12051
2024-07-21,M116,X5 Pro,28047,28408,28796
2024-07-21,M117,M6 Pro,14258,15560,14096
2024-07-21,M118,Zero 5G 2023,17048,15383,15348
2024-07-21,M119,Spark 10,16770,17228,16569
2024-07-22,M100,Galaxy M14,27166,27259,24827
2024-07-22,M101,Galaxy A15,12629,12784,12237
2024-07-22,M102,Note 12,12465,12031,11285
2024-07-22,M103,12C,25274,29017,24521
2024-07-22,M104,Narzo 60,12461,11035,12449
2024-07-22,M105,C55,18108,17215,18347
2024-07-22,M106,Z7 5G,28100,24322,27294
2024-07-22,M107,Neo 7 Pro,25832,26595,26087
2024-07-22,M108,Nord CE 3 Lite,31269,29600,31525
2024-07-22,M109,Nord 3 5G,19154,17831,17912
