date,product_id,product_name,brand,storage_variant,category,price,units_sold,revenue,stock,discount
2024-07-25,M101,Galaxy A15,Samsung,128GB,Mobile,14868,17,252756,120,10
2024-07-25,M102,Note 12,Redmi,128GB,Mobile,16530,2,33060,125,10
2024-07-25,M103,12C,Redmi,64GB,Mobile,14596,27,394092,112,0
2024-07-25,M104,Narzo 60,Realme,128GB,Mobile,22801,32,729632,133,5
2024-07-25,M105,C55,Realme,64GB,Mobile,10415,33,343695,37,10
2024-07-25,M106,Z7 5G,iQOO,128GB,Mobile,22238,28,622664,102,0
2024-07-25,M107,Neo 7 Pro,iQOO,256GB,Mobile,9945,21,208845,141,10
2024-07-25,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,26272,37,972064,66,5
2024-07-25,M109,Nord 3 5G,OnePlus,256GB,Mobile,18842,5,94210,38,10
2024-07-25,M110,G73 5G,Motorola,128GB,Mobile,28523,8,228184,101,0
2024-07-25,M111,Edge 40 Neo,Motorola,128GB,Mobile,27424,33,904992,132,0
2024-07-25,M112,T2 5G,Vivo,128GB,Mobile,11586,30,347580,148,10
2024-07-25,M113,Y27,Vivo,64GB,Mobile,26990,5,134950,54,10
2024-07-25,M114,A78,Oppo,128GB,Mobile,22914,29,664506,89,5
2024-07-25,M115,Reno8 T,Oppo,128GB,Mobile,13488,5,67440,72,10
2024-07-25,M116,X5 Pro,Poco,256GB,Mobile,14357,22,315854,103,10
2024-07-25,M117,M6 Pro,Poco,128GB,Mobile,22390,28,626920,129,10
2024-07-25,M118,Zero 5G 2023,Infinix,128GB,Mobile,10167,19,193173,103,5
2024-07-25,M119,Spark 10,Tecno,64GB,Mobile,9187,25,229675,136,10
2024-07-26,M100,Galaxy M14,Samsung,64GB,Mobile,10618,21,222978,58,0
2024-07-26,M101,Galaxy A15,Samsung,128GB,Mobile,23996,15,359940,63,0
2024-07-26,M102,Note 12,Redmi,128GB,Mobile,26233,21,550893,128,10
2024-07-26,M103,12C,Redmi,64GB,Mobile,26071,13,338923,113,5
2024-07-26,M104,Narzo 60,Realme,128GB,Mobile,27381,37,1013097,144,5
2024-07-26,M105,C55,Realme,64GB,Mobile,15000,10,150000,128,0
2024-07-26,M106,Z7 5G,iQOO,128GB,Mobile,15916,7,111412,53,5
2024-07-26,M107,Neo 7 Pro,iQOO,256GB,Mobile,9773,3,29319,107,10
2024-07-26,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,12754,5,63770,74,10
2024-07-26,M109,Nord 3 5G,OnePlus,256GB,Mobile,19693,15,295395,148,5
2024-07-26,M110,G73 5G,Motorola,128GB,Mobile,16842,11,185262,68,0
2024-07-26,M111,Edge 40 Neo,Motorola,128GB,Mobile,22706,14,317884,59,5
2024-07-26,M112,T2 5G,Vivo,128GB,Mobile,21643,29,627647,47,0
2024-07-26,M113,Y27,Vivo,64GB,Mobile,13332,29,386628,33,5
2024-07-26,M114,A78,Oppo,128GB,Mobile,15992,29,463768,36,5
2024-07-26,M115,Reno8 T,Oppo,128GB,Mobile,23151,14,324114,55,5
2024-07-26,M116,X5 Pro,Poco,256GB,Mobile,20221,8,161768,134,10
2024-07-26,M117,M6 Pro,Poco,128GB,Mobile,13042,38,495596,94,0
2024-07-26,M118,Zero 5G 2023,Infinix,128GB,Mobile,26924,14,376936,50,0
2024-07-26,M119,Spark 10,Tecno,64GB,Mobile,13245,39,516555,124,5
2024-07-27,M100,Galaxy M14,Samsung,64GB,Mobile,19568,27,528336,70,10
2024-07-27,M101,Galaxy A15,Samsung,128GB,Mobile,16258,33,536514,41,0
2024-07-27,M102,Note 12,Redmi,128GB,Mobile,20701,33,683133,62,5
2024-07-27,M103,12C,Redmi,64GB,Mobile,12985,1,12985,32,5
2024-07-27,M104,Narzo 60,Realme,128GB,Mobile,21329,7,149303,81,5
2024-07-27,M105,C55,Realme,64GB,Mobile,20540,5,102700,69,5
2024-07-27,M106,Z7 5G,iQOO,128GB,Mobile,21803,15,327045,68,10
2024-07-27,M107,Neo 7 Pro,iQOO,256GB,Mobile,11490,25,287250,112,10
2024-07-27,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,25445,21,534345,65,0
2024-07-27,M109,Nord 3 5G,OnePlus,256GB,Mobile,11486,16,183776,138,0
2024-07-27,M110,G73 5G,Motorola,128GB,Mobile,14229,5,71145,31,10
2024-07-27,M111,Edge 40 Neo,Motorola,128GB,Mobile,26994,31,836814,47,0
2024-07-27,M112,T2 5G,Vivo,128GB,Mobile,11277,14,157878,106,0
2024-07-27,M113,Y27,Vivo,64GB,Mobile,18622,27,502794,109,5
2024-07-27,M114,A78,Oppo,128GB,Mobile,14402,12,172824,52,5
2024-07-27,M115,Reno8 T,Oppo,128GB,Mobile,26993,12,323916,124,0
2024-07-27,M116,X5 Pro,Poco,256GB,Mobile,21962,11,241582,130,0
2024-07-27,M117,M6 Pro,Poco,128GB,Mobile,10432,20,208640,56,5
2024-07-27,M118,Zero 5G 2023,Infinix,128GB,Mobile,20903,17,355351,77,10
2024-07-27,M119,Spark 10,Tecno,64GB,Mobile,20520,2,41040,130,0
2024-07-28,M100,Galaxy M14,Samsung,64GB,Mobile,20865,31,646815,143,0
2024-07-28,M101,Galaxy A15,Samsung,128GB,Mobile,10008,10,100080,141,10
2024-07-28,M102,Note 12,Redmi,128GB,Mobile,23358,25,583950,99,0
2024-07-28,M103,12C,Redmi,64GB,Mobile,26649,11,293139,97,10
2024-07-28,M104,Narzo 60,Realme,128GB,Mobile,15182,12,182184,31,0
2024-07-28,M105,C55,Realme,64GB,Mobile,17297,5,86485,83,0
2024-07-28,M106,Z7 5G,iQOO,128GB,Mobile,12998,27,350946,89,5
2024-07-28,M107,Neo 7 Pro,iQOO,256GB,Mobile,26207,39,1022073,47,5
2024-07-28,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,9521,31,295151,90,5
2024-07-28,M109,Nord 3 5G,OnePlus,256GB,Mobile,18416,35,644560,71,0
2024-07-28,M110,G73 5G,Motorola,128GB,Mobile,19781,7,138467,115,10
2024-07-28,M111,Edge 40 Neo,Motorola,128GB,Mobile,24373,37,901801,125,5
2024-07-28,M112,T2 5G,Vivo,128GB,Mobile,16431,33,542223,58,0
2024-07-28,M113,Y27,Vivo,64GB,Mobile,14253,6,85518,58,0
2024-07-28,M114,A78,Oppo,128GB,Mobile,11795,19,224105,81,10
2024-07-28,M115,Reno8 T,Oppo,128GB,Mobile,13448,17,228616,58,0
2024-07-28,M116,X5 Pro,Poco,256GB,Mobile,14444,20,288880,114,10
2024-07-28,M117,M6 Pro,Poco,128GB,Mobile,18691,38,710258,89,10
2024-07-28,M118,Zero 5G 2023,Infinix,128GB,Mobile,24332,18,437976,103,10
2024-07-28,M119,Spark 10,Tecno,64GB,Mobile,13599,24,326376,84,5
2024-07-29,M100,Galaxy M14,Samsung,64GB,Mobile,13282,3,39846,124,10
2024-07-29,M101,Galaxy A15,Samsung,128GB,Mobile,20354,13,264602,36,10
2024-07-29,M102,Note 12,Redmi,128GB,Mobile,15969,3,47907,48,0
2024-07-29,M103,12C,Redmi,64GB,Mobile,17793,21,373653,80,0
2024-07-29,M104,Narzo 60,Realme,128GB,Mobile,9344,31,289664,91,10
2024-07-29,M105,C55,Realme,64GB,Mobile,21268,37,786916,110,0
2024-07-29,M106,Z7 5G,iQOO,128GB,Mobile,22127,30,663810,57,5
2024-07-29,M107,Neo 7 Pro,iQOO,256GB,Mobile,16749,8,133992,86,10
2024-07-29,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,17236,33,568788,128,10
2024-07-29,M109,Nord 3 5G,OnePlus,256GB,Mobile,20001,12,240012,144,5
2024-07-29,M110,G73 5G,Motorola,128GB,Mobile,17446,32,558272,133,5
2024-07-29,M111,Edge 40 Neo,Motorola,128GB,Mobile,26586,7,186102,114,5
2024-07-29,M112,T2 5G,Vivo,128GB,Mobile,19096,5,95480,63,10
2024-07-29,M113,Y27,Vivo,64GB,Mobile,20875,2,41750,112,5
2024-07-29,M114,A78,Oppo,128GB,Mobile,27803,15,417045,42,0
2024-07-29,M115,Reno8 T,Oppo,128GB,Mobile,24989,36,899604,45,0
2024-07-29,M116,X5 Pro,Poco,256GB,Mobile,19689,23,452847,141,0
2024-07-29,M117,M6 Pro,Poco,128GB,Mobile,19057,36,686052,85,5
2024-07-29,M118,Zero 5G 2023,Infinix,128GB,Mobile,11446,26,297596,53,10
2024-07-29,M119,Spark 10,Tecno,64GB,Mobile,26741,15,401115,48,0
2024-07-30,M100,Galaxy M14,Samsung,64GB,Mobile,10547,23,242581,123,0
2024-07-30,M101,Galaxy A15,Samsung,128GB,Mobile,24499,10,244990,129,10
2024-07-30,M102,Note 12,Redmi,128GB,Mobile,25599,4,102396,97,10
2024-07-30,M103,12C,Redmi,64GB,Mobile,26096,15,391440,99,5
2024-07-30,M104,Narzo 60,Realme,128GB,Mobile,27395,11,301345,77,0
2024-07-30,M105,C55,Realme,64GB,Mobile,11952,40,478080,51,10
2024-07-30,M106,Z7 5G,iQOO,128GB,Mobile,15672,35,548520,49,10
2024-07-30,M107,Neo 7 Pro,iQOO,256GB,Mobile,28478,13,370214,139,5
2024-07-30,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,19123,19,363337,81,0
2024-07-30,M109,Nord 3 5G,OnePlus,256GB,Mobile,20494,31,635314,83,10
2024-07-30,M110,G73 5G,Motorola,128GB,Mobile,24068,20,481360,47,5
2024-07-30,M111,Edge 40 Neo,Motorola,128GB,Mobile,10011,36,360396,62,0
2024-07-30,M112,T2 5G,Vivo,128GB,Mobile,20210,40,808400,148,0
2024-07-30,M113,Y27,Vivo,64GB,Mobile,29463,27,795501,37,0
2024-07-30,M114,A78,Oppo,128GB,Mobile,14597,11,160567,91,0
2024-07-30,M115,Reno8 T,Oppo,128GB,Mobile,17047,11,187517,130,5
2024-07-30,M116,X5 Pro,Poco,256GB,Mobile,22543,13,293059,105,5
2024-07-30,M117,M6 Pro,Poco,128GB,Mobile,17237,15,258555,39,5
2024-07-30,M118,Zero 5G 2023,Infinix,128GB,Mobile,19051,26,495326,144,0
2024-07-30,M119,Spark 10,Tecno,64GB,Mobile,12640,38,480320,124,10
2024-07-31,M100,Galaxy M14,Samsung,64GB,Mobile,14975,10,149750,86,0
2024-07-31,M101,Galaxy A15,Samsung,128GB,Mobile,18074,21,379554,31,5
2024-07-31,M102,Note 12,Redmi,128GB,Mobile,12458,34,423572,69,10
2024-07-31,M103,12C,Redmi,64GB,Mobile,12025,31,372775,106,10
2024-07-31,M104,Narzo 60,Realme,128GB,Mobile,15847,20,316940,86,10
2024-07-31,M105,C55,Realme,64GB,Mobile,12681,40,507240,125,10
2024-07-31,M106,Z7 5G,iQOO,128GB,Mobile,24888,22,547536,39,0
2024-07-31,M107,Neo 7 Pro,iQOO,256GB,Mobile,18916,17,321572,78,0
2024-07-31,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,12327,28,345156,89,10
2024-07-31,M109,Nord 3 5G,OnePlus,256GB,Mobile,29168,32,933376,142,0
2024-07-31,M110,G73 5G,Motorola,128GB,Mobile,19538,7,136766,96,0
2024-07-31,M111,Edge 40 Neo,Motorola,128GB,Mobile,11611,39,452829,107,10
2024-07-31,M112,T2 5G,Vivo,128GB,Mobile,21880,32,700160,141,0
2024-07-31,M113,Y27,Vivo,64GB,Mobile,22962,7,160734,37,5
2024-07-31,M114,A78,Oppo,128GB,Mobile,17262,18,310716,123,10
2024-07-31,M115,Reno8 T,Oppo,128GB,Mobile,16421,22,361262,95,10
2024-07-31,M116,X5 Pro,Poco,256GB,Mobile,21375,17,363375,137,10
2024-07-31,M117,M6 Pro,Poco,128GB,Mobile,21687,4,86748,31,0
2024-07-31,M118,Zero 5G 2023,Infinix,128GB,Mobile,25910,32,829120,104,0
2024-07-31,M119,Spark 10,Tecno,64GB,Mobile,15528,18,279504,85,10
2024-08-01,M100,Galaxy M14,Samsung,64GB,Mobile,12065,36,434340,92,10
2024-08-01,M101,Galaxy A15,Samsung,128GB,Mobile,26890,39,1048710,78,10
2024-08-01,M102,Note 12,Redmi,128GB,Mobile,24304,3,72912,78,10
2024-08-01,M103,12C,Redmi,64GB,Mobile,29715,7,208005,105,0
2024-08-01,M104,Narzo 60,Realme,128GB,Mobile,28862,16,461792,45,0
2024-08-01,M105,C55,Realme,64GB,Mobile,19637,39,765843,116,10
2024-08-01,M106,Z7 5G,iQOO,128GB,Mobile,22630,3,67890,121,5
2024-08-01,M107,Neo 7 Pro,iQOO,256GB,Mobile,19242,29,558018,130,10
2024-08-01,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,22587,34,767958,140,10
2024-08-01,M109,Nord 3 5G,OnePlus,256GB,Mobile,10659,28,298452,134,5
2024-08-01,M110,G73 5G,Motorola,128GB,Mobile,10840,12,130080,102,0
2024-08-01,M111,Edge 40 Neo,Motorola,128GB,Mobile,9711,7,67977,72,10
2024-08-01,M112,T2 5G,Vivo,128GB,Mobile,18598,2,37196,132,5
2024-08-01,M113,Y27,Vivo,64GB,Mobile,23713,23,545399,75,5
2024-08-01,M114,A78,Oppo,128GB,Mobile,21546,29,624834,65,0
2024-08-01,M115,Reno8 T,Oppo,128GB,Mobile,10987,17,186779,88,5
2024-08-01,M116,X5 Pro,Poco,256GB,Mobile,15262,36,549432,101,0
2024-08-01,M117,M6 Pro,Poco,128GB,Mobile,18492,23,425316,81,10
2024-08-01,M118,Zero 5G 2023,Infinix,128GB,Mobile,14855,6,89130,139,5
2024-08-01,M119,Spark 10,Tecno,64GB,Mobile,19889,35,696115,108,5
2024-08-02,M100,Galaxy M14,Samsung,64GB,Mobile,16584,20,331680,136,5
2024-08-02,M101,Galaxy A15,Samsung,128GB,Mobile,11987,26,311662,41,10
2024-08-02,M102,Note 12,Redmi,128GB,Mobile,18227,12,218724,93,10
2024-08-02,M103,12C,Redmi,64GB,Mobile,22540,32,721280,63,0
2024-08-02,M104,Narzo 60,Realme,128GB,Mobile,20413,29,591977,133,5
2024-08-02,M105,C55,Realme,64GB,Mobile,21844,21,458724,51,0
2024-08-02,M106,Z7 5G,iQOO,128GB,Mobile,10521,38,399798,54,0
2024-08-02,M107,Neo 7 Pro,iQOO,256GB,Mobile,18157,36,653652,119,10
2024-08-02,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,17735,12,212820,98,10
2024-08-02,M109,Nord 3 5G,OnePlus,256GB,Mobile,20736,5,103680,119,10
2024-08-02,M110,G73 5G,Motorola,128GB,Mobile,16508,39,643812,41,0
2024-08-02,M111,Edge 40 Neo,Motorola,128GB,Mobile,22096,22,486112,48,5
2024-08-02,M112,T2 5G,Vivo,128GB,Mobile,26086,9,234774,80,5
2024-08-02,M113,Y27,Vivo,64GB,Mobile,22623,19,429837,138,0
2024-08-02,M114,A78,Oppo,128GB,Mobile,28681,15,430215,71,0
2024-08-02,M115,Reno8 T,Oppo,128GB,Mobile,24501,36,882036,61,0
2024-08-02,M116,X5 Pro,Poco,256GB,Mobile,13571,2,27142,65,10
2024-08-02,M117,M6 Pro,Poco,128GB,Mobile,26203,15,393045,136,0
2024-08-02,M118,Zero 5G 2023,Infinix,128GB,Mobile,18039,14,252546,86,0
2024-08-02,M119,Spark 10,Tecno,64GB,Mobile,14763,16,236208,67,0
2024-08-03,M100,Galaxy M14,Samsung,64GB,Mobile,9612,29,278748,91,10
2024-08-03,M101,Galaxy A15,Samsung,128GB,Mobile,21224,37,785288,100,10
2024-08-03,M102,Note 12,Redmi,128GB,Mobile,15484,34,526456,53,5
2024-08-03,M103,12C,Redmi,64GB,Mobile,27582,37,1020534,110,5
2024-08-03,M104,Narzo 60,Realme,128GB,Mobile,20415,24,489960,63,10
2024-08-03,M105,C55,Realme,64GB,Mobile,17704,24,424896,77,5
2024-08-03,M106,Z7 5G,iQOO,128GB,Mobile,16805,23,386515,99,5
2024-08-03,M107,Neo 7 Pro,iQOO,256GB,Mobile,11271,21,236691,47,10
2024-08-03,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,16281,9,146529,104,10
2024-08-03,M109,Nord 3 5G,OnePlus,256GB,Mobile,11849,31,367319,120,10
2024-08-03,M110,G73 5G,Motorola,128GB,Mobile,26164,39,1020396,43,5
2024-08-03,M111,Edge 40 Neo,Motorola,128GB,Mobile,15718,36,565848,74,10
2024-08-03,M112,T2 5G,Vivo,128GB,Mobile,16471,37,609427,64,5
2024-08-03,M113,Y27,Vivo,64GB,Mobile,11155,29,323495,109,5
2024-08-03,M114,A78,Oppo,128GB,Mobile,23661,5,118305,85,10
2024-08-03,M115,Reno8 T,Oppo,128GB,Mobile,15614,29,452806,101,0
2024-08-03,M116,X5 Pro,Poco,256GB,Mobile,25485,23,586155,37,10
2024-08-03,M117,M6 Pro,Poco,128GB,Mobile,23056,5,115280,48,10
2024-08-03,M118,Zero 5G 2023,Infinix,128GB,Mobile,21613,18,389034,122,0
2024-08-03,M119,Spark 10,Tecno,64GB,Mobile,27235,2,54470,144,5
2024-08-04,M100,Galaxy M14,Samsung,64GB,Mobile,28106,9,252954,85,5
2024-08-04,M101,Galaxy A15,Samsung,128GB,Mobile,22984,29,666536,114,0
2024-08-04,M102,Note 12,Redmi,128GB,Mobile,18136,20,362720,119,10
2024-08-04,M103,12C,Redmi,64GB,Mobile,20830,33,687390,102,0
2024-08-04,M104,Narzo 60,Realme,128GB,Mobile,23341,35,816935,128,0
2024-08-04,M105,C55,Realme,64GB,Mobile,27768,1,27768,140,5
2024-08-04,M106,Z7 5G,iQOO,128GB,Mobile,29975,23,689425,121,0
2024-08-04,M107,Neo 7 Pro,iQOO,256GB,Mobile,29249,5,146245,129,0
2024-08-04,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,10875,11,119625,82,10
2024-08-04,M109,Nord 3 5G,OnePlus,256GB,Mobile,16377,12,196524,106,0
2024-08-04,M110,G73 5G,Motorola,128GB,Mobile,15938,32,510016,113,0
2024-08-04,M111,Edge 40 Neo,Motorola,128GB,Mobile,13219,7,92533,41,5
2024-08-04,M112,T2 5G,Vivo,128GB,Mobile,20900,25,522500,119,10
2024-08-04,M113,Y27,Vivo,64GB,Mobile,22187,31,687797,119,5
2024-08-04,M114,A78,Oppo,128GB,Mobile,13811,7,96677,53,5
2024-08-04,M115,Reno8 T,Oppo,128GB,Mobile,19187,28,537236,52,5
2024-08-04,M116,X5 Pro,Poco,256GB,Mobile,17344,12,208128,41,5
2024-08-04,M117,M6 Pro,Poco,128GB,Mobile,17609,15,264135,55,5
2024-08-04,M118,Zero 5G 2023,Infinix,128GB,Mobile,19357,6,116142,111,10
2024-08-04,M119,Spark 10,Tecno,64GB,Mobile,20074,7,140518,126,5
2024-08-05,M100,Galaxy M14,Samsung,64GB,Mobile,25807,4,103228,32,5
2024-08-05,M101,Galaxy A15,Samsung,128GB,Mobile,28255,24,678120,117,0
2024-08-05,M102,Note 12,Redmi,128GB,Mobile,13129,17,223193,30,0
2024-08-05,M103,12C,Redmi,64GB,Mobile,10412,25,260300,71,0
2024-08-05,M104,Narzo 60,Realme,128GB,Mobile,20035,37,741295,132,0
2024-08-05,M105,C55,Realme,64GB,Mobile,27037,5,135185,139,5
2024-08-05,M106,Z7 5G,iQOO,128GB,Mobile,15648,40,625920,111,0
2024-08-05,M107,Neo 7 Pro,iQOO,256GB,Mobile,26325,14,368550,98,0
2024-08-05,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,21313,10,213130,141,0
2024-08-05,M109,Nord 3 5G,OnePlus,256GB,Mobile,28168,12,338016,103,5
2024-08-05,M110,G73 5G,Motorola,128GB,Mobile,21996,12,263952,138,10
2024-08-05,M111,Edge 40 Neo,Motorola,128GB,Mobile,26624,29,772096,134,0
2024-08-05,M112,T2 5G,Vivo,128GB,Mobile,9894,8,79152,34,10
2024-08-05,M113,Y27,Vivo,64GB,Mobile,19201,23,441623,43,5
2024-08-05,M114,A78,Oppo,128GB,Mobile,14319,11,157509,96,10
2024-08-05,M115,Reno8 T,Oppo,128GB,Mobile,12603,39,491517,54,5
2024-08-05,M116,X5 Pro,Poco,256GB,Mobile,13578,22,298716,147,10
2024-08-05,M117,M6 Pro,Poco,128GB,Mobile,22408,25,560200,100,10
2024-08-05,M118,Zero 5G 2023,Infinix,128GB,Mobile,24677,36,888372,115,0
2024-08-05,M119,Spark 10,Tecno,64GB,Mobile,11537,24,276888,61,5
2024-08-06,M100,Galaxy M14,Samsung,64GB,Mobile,14632,32,468224,134,0
2024-08-06,M101,Galaxy A15,Samsung,128GB,Mobile,15362,23,353326,35,5
2024-08-06,M102,Note 12,Redmi,128GB,Mobile,11324,38,430312,133,5
2024-08-06,M103,12C,Redmi,64GB,Mobile,11912,21,250152,41,10
2024-08-06,M104,Narzo 60,Realme,128GB,Mobile,24551,35,859285,103,10
2024-08-06,M105,C55,Realme,64GB,Mobile,25739,35,900865,126,5
2024-08-06,M106,Z7 5G,iQOO,128GB,Mobile,15754,9,141786,71,5
2024-08-06,M107,Neo 7 Pro,iQOO,256GB,Mobile,24676,28,690928,67,0
2024-08-06,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,22083,6,132498,78,5
2024-08-06,M109,Nord 3 5G,OnePlus,256GB,Mobile,26071,7,182497,92,0
2024-08-06,M110,G73 5G,Motorola,128GB,Mobile,18481,40,739240,91,10
2024-08-06,M111,Edge 40 Neo,Motorola,128GB,Mobile,21603,19,410457,93,5
2024-08-06,M112,T2 5G,Vivo,128GB,Mobile,10625,3,31875,136,10
2024-08-06,M113,Y27,Vivo,64GB,Mobile,16162,38,614156,69,0
2024-08-06,M114,A78,Oppo,128GB,Mobile,25847,21,542787,52,10
2024-08-06,M115,Reno8 T,Oppo,128GB,Mobile,10413,4,41652,33,10
2024-08-06,M116,X5 Pro,Poco,256GB,Mobile,18929,23,435367,54,5
2024-08-06,M117,M6 Pro,Poco,128GB,Mobile,27621,28,773388,135,0
2024-08-06,M118,Zero 5G 2023,Infinix,128GB,Mobile,23992,12,287904,138,10
2024-08-06,M119,Spark 10,Tecno,64GB,Mobile,25336,3,76008,117,5
2024-08-07,M100,Galaxy M14,Samsung,64GB,Mobile,17028,12,204336,88,0
2024-08-07,M101,Galaxy A15,Samsung,128GB,Mobile,15534,5,77670,70,10
2024-08-07,M102,Note 12,Redmi,128GB,Mobile,15837,37,585969,56,5
2024-08-07,M103,12C,Redmi,64GB,Mobile,10510,25,262750,148,0
2024-08-07,M104,Narzo 60,Realme,128GB,Mobile,15075,19,286425,44,10
2024-08-07,M105,C55,Realme,64GB,Mobile,10155,22,223410,114,0
2024-08-07,M106,Z7 5G,iQOO,128GB,Mobile,15010,15,225150,135,5
2024-08-07,M107,Neo 7 Pro,iQOO,256GB,Mobile,21072,10,210720,35,5
2024-08-07,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,13177,40,527080,61,10
2024-08-07,M109,Nord 3 5G,OnePlus,256GB,Mobile,17537,37,648869,117,5
2024-08-07,M110,G73 5G,Motorola,128GB,Mobile,20149,18,362682,150,0
2024-08-07,M111,Edge 40 Neo,Motorola,128GB,Mobile,21067,14,294938,31,10
2024-08-07,M112,T2 5G,Vivo,128GB,Mobile,22376,13,290888,65,5
2024-08-07,M113,Y27,Vivo,64GB,Mobile,24697,1,24697,106,5
2024-08-07,M114,A78,Oppo,128GB,Mobile,22958,29,665782,119,0
2024-08-07,M115,Reno8 T,Oppo,128GB,Mobile,12800,15,192000,118,10
2024-08-07,M116,X5 Pro,Poco,256GB,Mobile,11079,8,88632,44,10
2024-08-07,M117,M6 Pro,Poco,128GB,Mobile,14446,12,173352,38,5
2024-08-07,M118,Zero 5G 2023,Infinix,128GB,Mobile,26214,17,445638,51,5
2024-08-07,M119,Spark 10,Tecno,64GB,Mobile,21895,19,416005,98,5
2024-08-08,M100,Galaxy M14,Samsung,64GB,Mobile,17396,7,121772,63,10
2024-08-08,M101,Galaxy A15,Samsung,128GB,Mobile,13216,13,171808,135,5
2024-08-08,M102,Note 12,Redmi,128GB,Mobile,11550,32,369600,138,10
2024-08-08,M103,12C,Redmi,64GB,Mobile,16579,3,49737,96,0
2024-08-08,M104,Narzo 60,Realme,128GB,Mobile,24097,8,192776,43,5
2024-08-08,M105,C55,Realme,64GB,Mobile,17492,25,437300,136,0
2024-08-08,M106,Z7 5G,iQOO,128GB,Mobile,16044,5,80220,127,0
2024-08-08,M107,Neo 7 Pro,iQOO,256GB,Mobile,17024,24,408576,108,5
2024-08-08,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,21919,29,635651,48,10
2024-08-08,M109,Nord 3 5G,OnePlus,256GB,Mobile,29562,33,975546,114,0
2024-08-08,M110,G73 5G,Motorola,128GB,Mobile,16192,21,340032,122,0
2024-08-08,M111,Edge 40 Neo,Motorola,128GB,Mobile,10289,31,318959,31,10
2024-08-08,M112,T2 5G,Vivo,128GB,Mobile,14253,17,242301,140,5
2024-08-08,M113,Y27,Vivo,64GB,Mobile,14963,13,194519,89,5
2024-08-08,M114,A78,Oppo,128GB,Mobile,11256,10,112560,78,5
2024-08-08,M115,Reno8 T,Oppo,128GB,Mobile,17604,15,264060,38,10
2024-08-08,M116,X5 Pro,Poco,256GB,Mobile,14425,22,317350,54,10
2024-08-08,M117,M6 Pro,Poco,128GB,Mobile,24380,29,707020,141,0
2024-08-08,M118,Zero 5G 2023,Infinix,128GB,Mobile,12273,34,417282,107,0
2024-08-08,M119,Spark 10,Tecno,64GB,Mobile,17487,10,174870,50,10
2024-08-09,M100,Galaxy M14,Samsung,64GB,Mobile,26531,8,212248,37,5
2024-08-09,M101,Galaxy A15,Samsung,128GB,Mobile,11527,35,403445,96,5
2024-08-09,M102,Note 12,Redmi,128GB,Mobile,9514,11,104654,122,10
2024-08-09,M103,12C,Redmi,64GB,Mobile,19513,10,195130,34,5
2024-08-09,M104,Narzo 60,Realme,128GB,Mobile,12060,1,12060,59,10
2024-08-09,M105,C55,Realme,64GB,Mobile,22491,4,89964,102,0
2024-08-09,M106,Z7 5G,iQOO,128GB,Mobile,20428,15,306420,45,10
2024-08-09,M107,Neo 7 Pro,iQOO,256GB,Mobile,10037,5,50185,99,10
2024-08-09,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,9583,31,297073,135,10
2024-08-09,M109,Nord 3 5G,OnePlus,256GB,Mobile,25853,19,491207,79,10
2024-08-09,M110,G73 5G,Motorola,128GB,Mobile,21539,16,344624,146,5
2024-08-09,M111,Edge 40 Neo,Motorola,128GB,Mobile,23466,23,539718,62,10
2024-08-09,M112,T2 5G,Vivo,128GB,Mobile,23662,10,236620,147,5
2024-08-09,M113,Y27,Vivo,64GB,Mobile,22394,24,537456,142,10
2024-08-09,M114,A78,Oppo,128GB,Mobile,17334,12,208008,66,0
2024-08-09,M115,Reno8 T,Oppo,128GB,Mobile,21591,11,237501,142,5
2024-08-09,M116,X5 Pro,Poco,256GB,Mobile,19854,28,555912,32,10
2024-08-09,M117,M6 Pro,Poco,128GB,Mobile,19825,30,594750,35,0
2024-08-09,M118,Zero 5G 2023,Infinix,128GB,Mobile,21102,35,738570,142,10
2024-08-09,M119,Spark 10,Tecno,64GB,Mobile,16565,23,380995,46,5
2024-08-10,M100,Galaxy M14,Samsung,64GB,Mobile,15978,27,431406,83,5
2024-08-10,M101,Galaxy A15,Samsung,128GB,Mobile,22582,29,654878,87,10
2024-08-10,M102,Note 12,Redmi,128GB,Mobile,21591,22,475002,76,5
2024-08-10,M103,12C,Redmi,64GB,Mobile,18613,9,167517,81,10
2024-08-10,M104,Narzo 60,Realme,128GB,Mobile,27364,14,383096,61,0
2024-08-10,M105,C55,Realme,64GB,Mobile,14631,40,585240,54,10
2024-08-10,M106,Z7 5G,iQOO,128GB,Mobile,20812,27,561924,100,5
