date,product_id,views,clicks,add_to_cart,purchases,bounce_rate
2024-07-02,M100,356,117,81,27,69.7
2024-07-02,M101,538,124,38,31,52.31
2024-07-02,M102,87,29,5,3,49.92
2024-07-02,M103,258,76,34,11,63.67
2024-07-02,M104,381,69,53,34,58.02
2024-07-02,M105,117,33,21,9,68.29
2024-07-02,M106,421,84,55,16,31.56
2024-07-02,M107,511,78,49,22,58.25
2024-07-02,M108,131,38,30,7,28.41
2024-07-02,M109,415,156,66,23,69.63
2024-07-02,M110,485,108,44,29,46.88
2024-07-02,M111,887,249,113,31,21.87
2024-07-02,M112,800,138,93,38,38.84
2024-07-02,M113,23,9,1,1,28.42
2024-07-02,M114,355,129,84,30,77.81
2024-07-02,M115,139,35,13,12,47.52
2024-07-02,M116,516,122,47,18,23.31
2024-07-02,M117,674,158,118,32,58.93
2024-07-02,M118,684,261,108,34,60.43
2024-07-02,M119,553,127,29,28,47.01
2024-07-03,M100,474,152,88,21,48.08
2024-07-03,M101,397,150,97,14,52.28
2024-07-03,M102,971,181,118,37,62.95
2024-07-03,M103,563,90,69,19,26.35
2024-07-03,M104,196,66,15,18,47.33
2024-07-03,M105,145,57,11,11,75.53
2024-07-03,M106,75,26,14,7,49.67
2024-07-03,M107,117,18,5,10,37.7
2024-07-03,M108,438,156,77,33,60.12
2024-07-03,M109,64,6,3,3,25.69
2024-07-03,M110,141,33,23,13,45.65
2024-07-03,M111,50,7,5,2,45.11
2024-07-03,M112,649,102,81,37,46.0
2024-07-03,M113,639,139,90,34,23.56
2024-07-03,M114,146,50,27,8,44.87
2024-07-03,M115,364,50,35,28,20.94
2024-07-03,M116,120,44,22,9,47.97
2024-07-03,M117,83,15,6,8,29.42
2024-07-03,M118,387,137,33,15,61.58
2024-07-03,M119,630,120,27,33,47.81
2024-07-04,M100,467,124,72,33,59.56
2024-07-04,M101,605,195,111,21,79.51
2024-07-04,M102,834,251,115,34,56.04
2024-07-04,M103,1055,135,54,36,58.35
2024-07-04,M104,11,3,0,1,50.81
2024-07-04,M105,301,89,45,25,57.46
2024-07-04,M106,426,78,31,17,44.24
2024-07-04,M107,266,46,18,12,48.03
2024-07-04,M108,274,94,25,13,26.32
2024-07-04,M109,238,30,8,14,50.7
2024-07-04,M110,615,123,41,32,34.85
2024-07-04,M111,328,65,35,12,61.36
2024-07-04,M112,360,48,25,17,67.23
2024-07-04,M113,245,83,39,16,55.68
2024-07-04,M114,349,138,87,12,23.41
2024-07-04,M115,315,65,28,19,74.21
2024-07-04,M116,731,142,53,26,63.73
2024-07-04,M117,468,136,75,31,68.36
2024-07-04,M118,200,38,7,8,78.35
2024-07-04,M119,616,237,131,21,32.6
2024-07-05,M100,115,31,8,8,72.52
2024-07-05,M101,119,24,7,8,24.38
2024-07-05,M102,176,33,9,9,58.22
2024-07-05,M103,386,113,25,27,58.4
2024-07-05,M104,194,43,8,18,49.33
2024-07-05,M105,523,154,113,27,54.98
2024-07-05,M106,237,27,16,21,72.27
2024-07-05,M107,450,64,31,27,35.89
2024-07-05,M108,694,269,165,26,59.24
2024-07-05,M109,570,150,55,32,53.63
2024-07-05,M110,72,11,4,3,66.5
2024-07-05,M111,211,36,20,15,26.52
2024-07-05,M112,300,115,62,14,36.21
2024-07-05,M113,292,81,60,22,25.12
2024-07-05,M114,37,8,3,2,32.58
2024-07-05,M115,610,142,96,22,78.27
2024-07-05,M116,91,25,9,4,63.19
2024-07-05,M117,989,286,72,35,52.03
2024-07-05,M118,626,218,122,35,78.05
2024-07-05,M119,283,52,18,19,31.69
2024-07-06,M100,649,215,101,27,69.53
2024-07-06,M101,421,49,31,16,32.38
2024-07-06,M102,60,16,5,2,50.48
2024-07-06,M103,290,72,15,26,75.56
2024-07-06,M104,443,124,29,19,72.37
2024-07-06,M105,420,53,38,16,68.5
2024-07-06,M106,172,33,15,8,74.72
2024-07-06,M107,181,29,13,9,62.22
2024-07-06,M108,110,42,23,5,48.95
2024-07-06,M109,562,126,97,27,43.43
2024-07-06,M110,951,220,52,35,38.37
2024-07-06,M111,669,79,18,38,46.09
2024-07-06,M112,785,223,174,39,75.44
2024-07-06,M113,729,148,98,33,46.06
2024-07-06,M114,768,169,79,30,68.14
2024-07-06,M115,878,323,215,37,33.67
2024-07-06,M116,640,230,120,28,59.19
2024-07-06,M117,748,79,52,36,26.04
2024-07-06,M118,474,52,26,35,21.46
2024-07-06,M119,30,8,3,2,68.59
2024-07-07,M100,421,135,52,24,56.18
2024-07-07,M101,334,44,32,29,46.05
2024-07-07,M102,487,84,56,26,64.59
2024-07-07,M103,789,85,45,31,53.82
2024-07-07,M104,403,161,49,20,41.63
2024-07-07,M105,180,68,19,6,62.4
2024-07-07,M106,291,54,17,14,61.14
2024-07-07,M107,159,18,6,6,27.9
2024-07-07,M108,370,120,53,31,64.97
2024-07-07,M109,1079,406,157,37,34.79
2024-07-07,M110,931,353,205,32,35.52
2024-07-07,M111,356,54,39,22,53.41
2024-07-07,M112,736,112,53,37,45.64
2024-07-07,M113,25,6,4,1,63.55
2024-07-07,M114,704,274,132,36,56.27
2024-07-07,M115,593,149,108,21,41.24
2024-07-07,M116,777,264,181,31,72.55
2024-07-07,M117,82,22,15,6,31.58
2024-07-07,M118,63,21,15,5,72.44
2024-07-07,M119,14,4,0,1,51.75
2024-07-08,M100,113,20,14,8,36.79
2024-07-08,M101,86,13,5,8,55.98
2024-07-08,M102,163,41,29,11,74.85
2024-07-08,M103,847,183,49,36,47.7
2024-07-08,M104,169,61,13,10,65.99
2024-07-08,M105,321,37,15,18,63.7
2024-07-08,M106,439,129,71,24,25.96
2024-07-08,M107,141,49,21,10,33.88
2024-07-08,M108,180,25,5,14,41.01
2024-07-08,M109,239,39,24,17,63.11
2024-07-08,M110,302,34,21,22,66.5
2024-07-08,M111,608,233,132,31,55.26
2024-07-08,M112,163,49,31,12,76.84
2024-07-08,M113,24,8,4,1,48.89
2024-07-08,M114,269,49,15,13,57.5
2024-07-08,M115,382,127,58,22,33.02
2024-07-08,M116,534,169,57,30,63.88
2024-07-08,M117,298,85,50,23,77.8
2024-07-08,M118,29,8,6,1,54.71
2024-07-08,M119,361,141,72,28,27.18
2024-07-09,M100,246,41,20,24,20.08
2024-07-09,M101,801,273,96,35,24.06
2024-07-09,M102,149,54,26,10,77.23
2024-07-09,M103,536,186,86,18,77.38
2024-07-09,M104,167,66,34,7,32.99
2024-07-09,M105,504,67,36,25,74.16
2024-07-09,M106,867,213,70,38,78.18
2024-07-09,M107,764,122,24,40,53.62
2024-07-09,M108,27,5,1,1,53.37
2024-07-09,M109,627,69,55,40,68.59
2024-07-09,M110,680,81,46,31,57.36
2024-07-09,M111,69,20,11,4,71.0
2024-07-09,M112,523,78,23,29,56.74
2024-07-09,M113,308,65,18,21,64.52
2024-07-09,M114,212,64,15,8,73.62
2024-07-09,M115,642,104,78,25,60.19
2024-07-09,M116,421,119,26,23,51.53
2024-07-09,M117,761,215,47,34,20.02
2024-07-09,M118,170,47,13,14,30.37
2024-07-09,M119,467,168,43,18,72.28
2024-07-10,M100,414,107,56,29,40.83
2024-07-10,M101,295,105,62,17,54.21
2024-07-10,M102,318,47,16,28,32.58
2024-07-10,M103,656,148,108,24,74.42
2024-07-10,M104,808,264,170,28,76.76
2024-07-10,M105,188,47,20,13,46.73
2024-07-10,M106,29,2,0,1,30.04
2024-07-10,M107,354,139,97,34,51.55
2024-07-10,M108,229,77,15,20,73.16
2024-07-10,M109,384,46,23,24,40.17
2024-07-10,M110,15,6,3,1,27.31
2024-07-10,M111,293,32,7,18,46.62
2024-07-10,M112,490,188,91,17,49.62
2024-07-10,M113,727,204,129,37,66.88
2024-07-10,M114,642,151,117,31,52.47
2024-07-10,M115,325,107,64,32,54.5
2024-07-10,M116,449,121,66,35,22.59
2024-07-10,M117,59,19,5,2,74.08
2024-07-10,M118,220,74,53,12,37.48
2024-07-10,M119,180,26,19,8,30.68
2024-07-11,M100,94,19,4,4,52.41
2024-07-11,M101,477,120,41,35,22.36
2024-07-11,M102,631,229,114,40,65.93
2024-07-11,M103,375,42,29,21,77.27
2024-07-11,M104,372,88,26,24,26.36
2024-07-11,M105,655,131,50,26,75.74
2024-07-11,M106,117,23,17,4,54.44
2024-07-11,M107,623,89,44,33,67.05
2024-07-11,M108,177,62,36,6,46.95
2024-07-11,M109,197,47,26,18,73.66
2024-07-11,M110,903,304,204,33,50.64
2024-07-11,M111,21,6,3,1,46.79
2024-07-11,M112,547,73,19,23,23.28
2024-07-11,M113,1031,326,182,37,58.47
2024-07-11,M114,739,147,40,30,50.24
2024-07-11,M115,139,28,19,6,52.28
2024-07-11,M116,348,74,27,12,47.27
2024-07-11,M117,23,3,0,2,36.72
2024-07-11,M118,348,48,22,24,64.43
2024-07-11,M119,342,120,90,16,79.9
2024-07-12,M100,262,57,39,13,52.79
2024-07-12,M101,388,94,18,25,37.56
2024-07-12,M102,213,46,21,9,40.67
2024-07-12,M103,410,148,86,15,42.4
2024-07-12,M104,221,77,59,13,74.17
2024-07-12,M105,432,55,25,29,60.09
2024-07-12,M106,601,100,50,23,77.17
2024-07-12,M107,690,267,180,34,27.07
2024-07-12,M108,203,44,23,11,79.41
2024-07-12,M109,118,20,7,10,20.29
2024-07-12,M110,629,179,119,28,50.36
2024-07-12,M111,484,137,102,19,26.91
2024-07-12,M112,569,92,63,33,38.3
2024-07-12,M113,354,134,75,18,42.84
2024-07-12,M114,143,51,27,14,67.07
2024-07-12,M115,170,38,22,17,68.67
2024-07-12,M116,174,43,28,12,56.34
2024-07-12,M117,1094,214,49,38,32.13
2024-07-12,M118,715,139,36,25,69.27
2024-07-12,M119,132,38,17,7,59.25
2024-07-13,M100,398,114,87,27,39.39
2024-07-13,M101,207,37,26,7,73.4
2024-07-13,M102,264,82,62,11,68.16
2024-07-13,M103,21,7,4,2,68.08
2024-07-13,M104,816,92,19,38,49.92
2024-07-13,M105,646,89,70,26,36.68
2024-07-13,M106,362,67,41,24,21.88
2024-07-13,M107,312,66,50,26,24.76
2024-07-13,M108,399,78,33,15,31.82
2024-07-13,M109,728,93,60,28,63.69
2024-07-13,M110,770,138,91,38,74.63
2024-07-13,M111,227,77,26,11,72.5
2024-07-13,M112,706,192,128,34,49.39
2024-07-13,M113,167,16,8,9,35.3
2024-07-13,M114,87,34,22,4,46.23
2024-07-13,M115,131,46,13,10,37.43
2024-07-13,M116,248,87,36,11,24.02
2024-07-13,M117,143,45,25,10,41.69
2024-07-13,M118,319,111,30,20,35.04
2024-07-13,M119,397,103,50,14,30.39
2024-07-14,M100,266,59,47,16,30.32
2024-07-14,M101,564,97,27,24,32.3
2024-07-14,M102,342,107,41,23,27.36
2024-07-14,M103,284,29,19,26,61.92
2024-07-14,M104,312,58,19,25,59.71
2024-07-14,M105,71,16,7,7,76.88
2024-07-14,M106,156,37,20,9,47.2
2024-07-14,M107,437,61,35,19,69.8
2024-07-14,M108,1032,239,75,35,64.05
2024-07-14,M109,855,279,154,38,20.42
2024-07-14,M110,713,177,105,39,55.35
2024-07-14,M111,358,108,31,24,73.52
2024-07-14,M112,22,7,3,1,42.23
2024-07-14,M113,133,38,22,5,75.24
2024-07-14,M114,360,132,77,13,75.93
2024-07-14,M115,765,260,162,28,43.09
2024-07-14,M116,340,66,43,12,78.36
2024-07-14,M117,223,67,21,20,20.51
2024-07-14,M118,660,230,81,31,55.17
2024-07-14,M119,199,40,18,12,75.59
2024-07-15,M100,412,103,43,34,23.72
2024-07-15,M101,133,52,41,6,51.75
2024-07-15,M102,198,50,14,7,48.08
2024-07-15,M103,363,130,61,21,28.5
2024-07-15,M104,252,80,20,25,61.22
2024-07-15,M105,630,240,58,26,44.85
2024-07-15,M106,454,164,118,28,33.93
2024-07-15,M107,214,76,58,8,36.54
2024-07-15,M108,271,75,45,24,28.38
2024-07-15,M109,774,297,169,35,32.13
2024-07-15,M110,129,27,10,12,68.01
2024-07-15,M111,294,61,27,25,23.34
2024-07-15,M112,132,47,31,11,31.4
2024-07-15,M113,910,213,103,33,69.25
2024-07-15,M114,380,51,39,30,26.72
2024-07-15,M115,840,151,115,32,21.29
2024-07-15,M116,421,74,46,24,51.91
2024-07-15,M117,365,102,51,19,39.19
2024-07-15,M118,154,59,29,12,41.33
2024-07-15,M119,56,17,4,2,40.62
2024-07-16,M100,47,7,4,3,56.52
2024-07-16,M101,89,16,8,3,47.29
2024-07-16,M102,427,96,39,16,24.37
2024-07-16,M103,185,54,22,7,59.01
2024-07-16,M104,787,260,74,32,59.4
2024-07-16,M105,636,152,80,30,77.31
2024-07-16,M106,972,318,126,34,59.42
2024-07-16,M107,76,24,15,5,62.64
2024-07-16,M108,290,97,46,10,59.86
2024-07-16,M109,87,22,14,7,52.03
2024-07-16,M110,78,17,13,6,43.22
2024-07-16,M111,223,37,26,20,56.88
2024-07-16,M112,269,40,32,12,69.33
2024-07-16,M113,154,42,12,6,35.82
2024-07-16,M114,347,111,61,13,58.03
2024-07-16,M115,831,263,95,40,55.51
2024-07-16,M116,361,138,95,16,37.04
2024-07-16,M117,751,209,151,31,41.71
2024-07-16,M118,149,45,27,12,47.45
2024-07-16,M119,57,20,13,3,63.61
2024-07-17,M100,275,33,8,12,68.76
2024-07-17,M101,142,22,14,14,79.28
2024-07-17,M102,776,285,76,27,56.4
2024-07-17,M103,359,121,64,30,71.36
2024-07-17,M104,102,36,7,7,31.27
2024-07-17,M105,548,170,54,21,26.05
2024-07-17,M106,255,40,32,19,71.63
2024-07-17,M107,644,227,64,27,54.33
2024-07-17,M108,574,127,70,25,63.86
2024-07-17,M109,207,30,15,11,68.93
2024-07-17,M110,567,162,120,29,30.97
2024-07-17,M111,356,47,21,32,40.19
2024-07-17,M112,214,48,29,11,67.52
2024-07-17,M113,68,12,7,3,22.19
2024-07-17,M114,479,120,48,32,63.91
2024-07-17,M115,336,49,19,14,34.43
2024-07-17,M116,465,69,30,19,20.87
2024-07-17,M117,354,117,86,30,38.83
2024-07-17,M118,989,367,287,38,37.03
2024-07-17,M119,1058,245,89,37,23.68
2024-07-18,M100,38,11,4,2,31.38
2024-07-18,M101,674,79,46,32,36.8
2024-07-18,M102,364,133,102,35,32.74
2024-07-18,M103,143,25,6,8,71.3
2024-07-18,M104,378,40,12,14,35.9
2024-07-18,M105,121,31,12,12,25.16
2024-07-18,M106,994,105,80,36,49.05
2024-07-18,M107,229,52,31,14,62.16
2024-07-18,M108,333,49,33,21,72.19
2024-07-18,M109,453,101,51,21,46.17
2024-07-18,M110,611,126,81,26,43.87
2024-07-18,M111,748,106,77,30,41.42
2024-07-18,M112,177,38,17,12,38.6
2024-07-18,M113,234,59,40,18,76.26
2024-07-18,M114,166,40,21,12,45.68
2024-07-18,M115,617,235,110,27,54.81
2024-07-18,M116,56,9,5,2,35.98
2024-07-18,M117,873,113,39,40,77.7
2024-07-18,M118,724,87,58,37,25.89
2024-07-18,M119,660,122,55,40,54.16
2024-07-19,M100,757,115,83,31,57.12
2024-07-19,M101,629,200,118,25,58.64
2024-07-19,M102,299,93,29,13,73.5
2024-07-19,M103,388,98,31,16,32.91
2024-07-19,M104,165,24,5,13,33.26
2024-07-19,M105,64,25,8,5,28.88
2024-07-19,M106,752,163,108,30,34.55
2024-07-19,M107,1103,295,139,39,47.72
2024-07-19,M108,355,46,18,12,68.12
2024-07-19,M109,101,35,9,8,45.29
2024-07-19,M110,282,51,15,11,22.02
2024-07-19,M111,140,39,27,5,63.3
2024-07-19,M112,603,213,64,27,22.75
2024-07-19,M113,617,131,58,25,31.38
2024-07-19,M114,607,115,73,35,36.02
2024-07-19,M115,647,117,43,39,64.92
2024-07-19,M116,866,300,210,29,25.57
2024-07-19,M117,265,46,31,19,65.61
2024-07-19,M118,89,30,6,3,57.89
2024-07-19,M119,804,241,86,33,29.91
2024-07-20,M100,193,44,30,8,50.01
2024-07-20,M101,333,53,39,17,50.52
2024-07-20,M102,326,112,86,11,74.15
2024-07-20,M103,448,125,86,22,26.39
2024-07-20,M104,926,203,64,31,52.42
2024-07-20,M105,410,68,15,22,20.86
2024-07-20,M106,922,114,29,32,59.94
2024-07-20,M107,298,110,39,19,40.53
2024-07-20,M108,724,237,168,29,75.91
2024-07-20,M109,728,144,79,39,42.18
2024-07-20,M110,763,106,82,34,29.94
2024-07-20,M111,576,136,86,24,59.25
2024-07-20,M112,313,68,30,19,68.21
2024-07-20,M113,1023,212,98,37,31.03
2024-07-20,M114,583,154,75,29,58.91
2024-07-20,M115,261,78,48,9,37.1
2024-07-20,M116,671,264,68,25,40.05
2024-07-20,M117,46,15,6,2,39.97
2024-07-20,M118,219,61,43,10,32.24
2024-07-20,M119,627,79,47,24,41.99
2024-07-21,M100,851,287,202,34,60.48
2024-07-21,M101,201,65,49,11,41.66
2024-07-21,M102,973,306,144,38,67.34
2024-07-21,M103,246,29,12,24,62.32
2024-07-21,M104,224,62,21,11,30.94
2024-07-21,M105,714,259,120,31,50.95
2024-07-21,M106,131,21,5,5,20.52
2024-07-21,M107,221,45,13,14,39.56
2024-07-21,M108,1139,248,135,39,41.19
2024-07-21,M109,530,147,54,23,47.19
2024-07-21,M110,14,2,1,1,43.79
2024-07-21,M111,153,32,8,13,37.08
2024-07-21,M112,699,147,56,26,23.45
2024-07-21,M113,129,42,9,5,52.71
2024-07-21,M114,575,181,55,35,30.74
2024-07-21,M115,942,167,48,37,20.97
2024-07-21,M116,272,73,54,17,65.43
2024-07-21,M117,319,116,47,16,56.37
2024-07-21,M118,470,141,32,30,25.22
2024-07-21,M119,524,130,98,18,43.65
2024-07-22,M100,198,54,26,13,21.53
2024-07-22,M101,421,128,100,20,68.6
2024-07-22,M102,261,103,23,16,75.27
2024-07-22,M103,779,214,96,30,59.55
2024-07-22,M104,77,22,10,4,47.47
2024-07-22,M105,142,17,10,13,50.35
2024-07-22,M106,99,18,9,6,45.86
2024-07-22,M107,751,171,111,35,38.52
2024-07-22,M108,895,202,95,32,75.76
2024-07-22,M109,192,62,48,19,58.03
2024-07-22,M110,505,182,88,29,50.33
2024-07-22,M111,1098,291,62,40,51.76
2024-07-22,M112,613,209,64,27,40.05
2024-07-22,M113,282,82,26,12,54.25
2024-07-22,M114,518,147,77,33,53.93
2024-07-22,M115,244,50,35,17,74.79
2024-07-22,M116,253,66,41,18,64.06
2024-07-22,M117,452,169,64,29,57.92
2024-07-22,M118,19,6,4,1,75.31
2024-07-22,M119,940,178,95,32,77.66
2024-07-23,M100,556,174,56,28,31.55
2024-07-23,M101,536,117,55,29,72.51
2024-07-23,M102,790,185,87,35,26.32
2024-07-23,M103,160,22,8,7,55.97
2024-07-23,M104,725,94,52,33,22.89
2024-07-23,M105,727,203,90,34,30.13
2024-07-23,M106,481,146,95,20,61.72
2024-07-23,M107,220,43,16,10,78.31
2024-07-23,M108,520,56,26,26,60.81
2024-07-23,M109,313,114,68,11,25.0
2024-07-23,M110,827,241,130,39,45.03
2024-07-23,M111,194,33,15,15,36.38
2024-07-23,M112,487,186,66,20,61.72
2024-07-23,M113,340,46,26,22,34.85
2024-07-23,M114,318,46,21,29,54.76
2024-07-23,M115,455,113,82,26,45.25
2024-07-23,M116,329,49,29,26,69.95
2024-07-23,M117,142,45,24,9,56.15
2024-07-23,M118,256,95,70,13,20.14
2024-07-23,M119,250,45,34,17,21.67
2024-07-24,M100,407,67,19,21,50.07
2024-07-24,M101,735,119,26,36,20.35
2024-07-24,M102,218,51,28,14,25.96
2024-07-24,M103,257,52,14,18,75.69
2024-07-24,M104,172,42,28,11,65.59
2024-07-24,M105,602,233,63,38,37.47
2024-07-24,M106,252,100,55,25,30.65
2024-07-24,M107,561,180,41,39,31.02
2024-07-24,M108,101,27,18,7,49.03
2024-07-24,M109,197,72,21,18,30.98
2024-07-24,M110,368,113,24,19,73.85
2024-07-24,M111,81,11,7,5,66.4
2024-07-24,M112,224,62,37,10,74.24
2024-07-24,M113,1084,115,23,37,61.95
2024-07-24,M114,397,122,34,29,77.07
2024-07-24,M115,735,160,59,35,69.25
2024-07-24,M116,279,64,31,19,51.78
2024-07-24,M117,82,14,10,5,74.58
2024-07-24,M118,782,107,68,29,74.79
2024-07-24,M119,620,134,89,30,38.27
2024-07-25,M100,536,82,23,22,47.91
2024-07-25,M101,490,63,47,17,47.13
2024-07-25,M102,28,9,2,2,51.98
2024-07-25,M103,460,54,26,27,23.19
2024-07-25,M104,958,216,45,32,71.66
2024-07-25,M105,888,191,74,33,57.63
2024-07-25,M106,396,61,25,28,30.06
2024-07-25,M107,404,125,26,21,21.5
2024-07-25,M108,984,207,63,37,35.92
2024-07-25,M109,59,22,7,5,28.33
2024-07-25,M110,169,27,19,8,43.06
2024-07-25,M111,699,106,26,33,73.04
2024-07-25,M112,390,67,20,30,25.92
2024-07-25,M113,109,32,15,5,29.94
2024-07-25,M114,510,93,74,29,43.18
2024-07-25,M115,136,14,3,5,64.96
2024-07-25,M116,262,77,43,22,50.33
2024-07-25,M117,395,141,83,28,79.23
2024-07-25,M118,429,147,46,19,77.19
2024-07-25,M119,253,47,19,25,25.75
2024-07-26,M100,306,94,43,21,72.48
2024-07-26,M101,236,78,43,15,34.03
2024-07-26,M102,218,42,13,21,22.45
2024-07-26,M103,283,38,22,13,61.15
2024-07-26,M104,716,124,26,37,36.97
2024-07-26,M105,272,28,16,10,67.52
2024-07-26,M106,89,27,21,7,36.86
2024-07-26,M107,34,3,2,3,40.56
2024-07-26,M108,107,30,16,5,20.16
2024-07-26,M109,282,92,38,15,29.83
2024-07-26,M110,184,44,23,11,46.79
2024-07-26,M111,259,88,49,14,35.03
2024-07-26,M112,752,231,171,29,22.97
2024-07-26,M113,297,100,61,29,63.56
2024-07-26,M114,314,114,79,29,43.56
2024-07-26,M115,290,34,16,14,76.03
2024-07-26,M116,139,33,16,8,63.07
2024-07-26,M117,387,48,24,38,74.17
2024-07-26,M118,366,57,40,14,58.47
2024-07-26,M119,843,146,46,39,52.91
2024-07-27,M100,296,44,35,27,61.38
2024-07-27,M101,571,90,18,33,41.66
2024-07-27,M102,422,138,47,33,23.79
2024-07-27,M103,16,3,0,1,45.63
2024-07-27,M104,120,36,24,7,21.86
2024-07-27,M105,129,50,11,5,41.83
2024-07-27,M106,241,62,14,15,44.07
2024-07-27,M107,282,36,28,25,48.14
2024-07-27,M108,575,126,85,21,68.12
2024-07-27,M109,205,49,10,16,60.1
2024-07-27,M110,84,25,16,5,76.35
2024-07-27,M111,760,221,155,31,74.74
2024-07-27,M112,347,58,16,14,29.81
2024-07-27,M113,530,67,41,27,64.3
2024-07-27,M114,274,30,15,12,58.08
2024-07-27,M115,259,35,14,12,52.54
2024-07-27,M116,278,93,25,11,54.65
2024-07-27,M117,263,38,15,20,69.26
2024-07-27,M118,341,123,76,17,49.99
2024-07-27,M119,45,11,5,2,44.97
2024-07-28,M100,382,112,65,31,27.75
2024-07-28,M101,244,75,16,10,25.79
2024-07-28,M102,269,98,28,25,67.41
2024-07-28,M103,225,76,34,11,39.87
2024-07-28,M104,358,96,74,12,76.86
2024-07-28,M105,147,16,5,5,73.06
2024-07-28,M106,480,190,38,27,35.09
2024-07-28,M107,748,132,65,39,47.13
2024-07-28,M108,476,159,89,31,59.43
2024-07-28,M109,680,116,42,35,23.56
2024-07-28,M110,160,56,22,7,51.93
2024-07-28,M111,906,332,126,37,41.65
2024-07-28,M112,844,211,64,33,78.71
2024-07-28,M113,81,27,11,6,32.9
2024-07-28,M114,561,142,88,19,73.5
2024-07-28,M115,491,53,20,17,62.0
2024-07-28,M116,330,36,26,20,34.56
2024-07-28,M117,895,294,228,38,45.42
2024-07-28,M118,490,184,75,18,65.95
2024-07-28,M119,386,106,57,24,35.99
2024-07-29,M100,73,21,7,3,55.13
2024-07-29,M101,249,64,37,13,67.76
2024-07-29,M102,52,9,6,3,34.38
2024-07-29,M103,249,94,64,21,53.17
2024-07-29,M104,774,180,57,31,67.34
2024-07-29,M105,529,173,65,37,40.01
2024-07-29,M106,531,113,61,30,73.7
2024-07-29,M107,179,57,21,8,23.39
2024-07-29,M108,436,148,83,33,31.67
2024-07-29,M109,189,67,16,12,27.0
2024-07-29,M110,456,68,36,32,43.9
2024-07-29,M111,120,28,15,7,30.62
2024-07-29,M112,103,23,10,5,30.28
2024-07-29,M113,53,18,5,2,73.21
2024-07-29,M114,249,70,43,15,21.93
2024-07-29,M115,642,132,72,36,41.78
2024-07-29,M116,596,89,64,23,74.47
2024-07-29,M117,1028,258,103,36,36.25
2024-07-29,M118,557,92,23,26,24.65
2024-07-29,M119,389,81,32,15,73.36
2024-07-30,M100,365,73,50,23,39.95
2024-07-30,M101,264,62,22,10,65.92
2024-07-30,M102,50,14,4,4,71.38
2024-07-30,M103,303,78,30,15,50.34
2024-07-30,M104,203,24,9,11,57.44
2024-07-30,M105,525,156,65,40,65.15
2024-07-30,M106,1007,188,69,35,59.64
2024-07-30,M107,277,49,27,13,55.77
2024-07-30,M108,446,157,53,19,35.19
2024-07-30,M109,519,133,53,31,59.11
2024-07-30,M110,518,186,100,20,42.48
2024-07-30,M111,1020,393,285,36,27.1
2024-07-30,M112,645,64,15,40,47.88
2024-07-30,M113,392,72,37,27,78.89
2024-07-30,M114,276,36,23,11,33.21
2024-07-30,M115,181,48,37,11,54.13
2024-07-30,M116,250,31,16,13,77.47
2024-07-30,M117,435,86,33,15,39.46
2024-07-30,M118,461,65,14,26,63.45
2024-07-30,M119,473,82,32,38,44.27
2024-07-31,M100,176,32,21,10,52.1
2024-07-31,M101,558,153,51,21,38.51
2024-07-31,M102,388,142,109,34,24.26
2024-07-31,M103,585,219,149,31,20.79
2024-07-31,M104,415,135,102,20,43.36
2024-07-31,M105,1142,127,73,40,68.54
2024-07-31,M106,524,157,62,22,65.0
2024-07-31,M107,328,109,34,17,72.86
2024-07-31,M108,430,59,44,28,74.77
2024-07-31,M109,932,111,71,32,40.29
2024-07-31,M110,178,21,16,7,35.98
2024-07-31,M111,475,136,101,39,20.54
2024-07-31,M112,430,85,37,32,20.13
2024-07-31,M113,118,16,9,7,22.65
2024-07-31,M114,310,37,12,18,74.62
2024-07-31,M115,466,88,52,22,75.7
2024-07-31,M116,487,186,90,17,67.35
2024-07-31,M117,105,24,8,4,26.77
2024-07-31,M118,496,64,47,32,43.47
2024-07-31,M119,220,55,29,18,28.46
2024-08-01,M100,397,147,88,36,57.11
2024-08-01,M101,779,235,162,39,50.32
2024-08-01,M102,46,6,1,3,75.89
2024-08-01,M103,87,17,4,7,36.7
2024-08-01,M104,298,46,17,16,43.54
2024-08-01,M105,1047,347,126,39,70.53
2024-08-01,M106,40,7,5,3,75.04
2024-08-01,M107,359,126,70,29,54.73
2024-08-01,M108,513,183,126,34,75.6
2024-08-01,M109,609,213,111,28,47.42
2024-08-01,M110,202,62,42,12,61.85
2024-08-01,M111,124,43,30,7,65.89
2024-08-01,M112,52,10,6,2,33.78
2024-08-01,M113,404,80,47,23,48.67
2024-08-01,M114,770,245,185,29,70.92
2024-08-01,M115,276,76,43,17,46.07
2024-08-01,M116,840,163,124,36,57.54
2024-08-01,M117,250,72,51,23,33.11
2024-08-01,M118,94,32,23,6,26.2
2024-08-01,M119,354,133,61,35,69.04
2024-08-02,M100,317,103,23,20,78.51
2024-08-02,M101,609,171,128,26,21.52
2024-08-02,M102,154,48,20,12,66.05
2024-08-02,M103,739,231,144,32,45.53
2024-08-02,M104,305,109,74,29,32.69
2024-08-02,M105,367,122,83,21,74.43
2024-08-02,M106,782,82,47,38,39.6
2024-08-02,M107,443,87,22,36,23.42
2024-08-02,M108,248,61,20,12,43.37
2024-08-02,M109,134,21,10,5,38.65
2024-08-02,M110,1061,252,76,39,51.58
2024-08-02,M111,621,95,73,22,36.65
2024-08-02,M112,239,60,15,9,50.1
2024-08-02,M113,500,109,62,19,44.32
